"Stop name","City"
"Grzybowa","Gdańsk"
"Hala Olivia","Gdańsk"
"Harfowa","Gdańsk"
"Helska","Gdańsk"
"Heweliusza","Gdańsk"
"Hokejowa","Gdańsk"
"Hucisko","Gdańsk"
"Hynka","Gdańsk"
"Ikara","Gdańsk"
"Iławska","Gdańsk"
"Instal","Gdańsk"
"Inżynierska","Gdańsk"
"Jagiellońska","Gdańsk"
"Jagiełły","Gdańsk"
"Jana Pawła II","Gdańsk"
"Jankowo","Gdańsk"
"Jarowa","Gdańsk"
"Jasia i Małgosi","Gdańsk"
"Jasień - Działki","Gdańsk"
"Jasień Działki","Gdańsk"
"Jasień PKM","Gdańsk"
"Jasień Pólnicy","Gdańsk"
"Jasieńska","Gdańsk"
"Jaśkowa Dolina","Gdańsk"
"Jaworowa","Gdańsk"
"Jaworzniaków","Gdańsk"
"Jednorożca","Gdańsk"
"Jeleniogórska","Gdańsk"
"Jelitkowo","Gdańsk"
"Jelitkowo Kapliczna","Gdańsk"
"Jeziorowa","Gdańsk"
"Jodowa","Gdańsk"
"Kaczeńce - Sienna","Gdańsk"
"Kamienna Grobla","Gdańsk"
"Kampinoska","Gdańsk"
"Kanałowa","Gdańsk"
"Karczemki","Gdańsk"
"Karczemki Szkoła","Gdańsk"
"Karskiego","Gdańsk"
"Kartuska","Gdańsk"
"Karwieńska","Gdańsk"
"Kasztanowa","Gdańsk"
"Katarzynki","Gdańsk"
"Katownia","Gdańsk"
"Kempingowa","Gdańsk"
"Kępna","Gdańsk"
"Kielecka","Gdańsk"
"Kiełpinek","Gdańsk"
"Kiełpinek PKM","Gdańsk"
"Kiełpino - Szkoła","Gdańsk"
"Kiełpino Górne","Gdańsk"
"Kiełpino Górne (Węsierska)","Gdańsk"
"Kilińskiego","Gdańsk"
"Kliniczna","Gdańsk"
"Kliniczna - Szpital","Gdańsk"
"Klonowa","Gdańsk"
"Klonowicza","Gdańsk"
"Kłosowa","Gdańsk"
"Knyszyńska","Gdańsk"
"Kokoszki","Gdańsk"
"Kokoszki - Poczta","Gdańsk"
"Kolonia Mysia","Gdańsk"
"Kolonia Uroda","Gdańsk"
"Kolorowa","Gdańsk"
"Kolumba","Gdańsk"
"Kołobrzeska","Gdańsk"
"Komary","Gdańsk"
"Konkordii","Gdańsk"
"Kontenerowa","Gdańsk"
"Kopalniana","Gdańsk"
"Kopeckiego","Gdańsk"
"Korczaka","Gdańsk"
"Kosmonautów","Gdańsk"
"Kościuszki","Gdańsk"
"Kowale Kasztelańska","Gdańsk"
"Kowale Osiedle Cytrusowe","Gdańsk"
"Kowale Osiedle Olimp","Gdańsk"
"Kowale Plac Afrodyty","Gdańsk"
"Kowale Starowiejska","Gdańsk"
"Kowale Szkoła Metropolitalna","Gdańsk"
"Kowale Szlachecka","Gdańsk"
"Koziorożca","Gdańsk"
"Krasickiego","Gdańsk"
"Kręta","Gdańsk"
"Krucza","Gdańsk"
"Krynicka","Gdańsk"
"Krzemowa","Gdańsk"
"Ku Ujściu","Gdańsk"
"Kujawska","Gdańsk"
"Kukawka","Gdańsk"
"Kurpińskiego","Gdańsk"
"Kwiatowa","Gdańsk"
"Latarnia Morska","Gdańsk"
"Lawendowe Wzgórze","Gdańsk"
"Lazurowa","Gdańsk"
"Legionów","Gdańsk"
"Lenartowicza","Gdańsk"
"Leszczynowa","Gdańsk"
"Leszczyńskich","Gdańsk"
"Leśna Góra","Gdańsk"
"Leśna Góra - Przychodnia","Gdańsk"
"Leźnieńska","Gdańsk"
"Liliowa","Gdańsk"
"Lipce - Niegowska","Gdańsk"
"Lipowa","Gdańsk"
"Lipuska","Gdańsk"
"Lubowidzka","Gdańsk"
"Lwowska","Gdańsk"
"Łagiewniki","Gdańsk"
"Łanowa I","Gdańsk"
"Łanowa II","Gdańsk"
"Łanowa III","Gdańsk"
"Łanowa IV","Gdańsk"
"Łapińska","Gdańsk"
"Łęczycka","Gdańsk"
"Łostowice Świętokrzyska","Gdańsk"
"Łowicka","Gdańsk"
"Łódzka","Gdańsk"
"Maciejkowa","Gdańsk"
"Maćkowy","Gdańsk"
"Maki","Gdańsk"
"Małkowo","Gdańsk"
"Małomiejska","Gdańsk"
"Marsa","Gdańsk"
"Marynarki Polskiej","Gdańsk"
"Marynarska","Gdańsk"
"Matarnia PKM","Gdańsk"
"Matejki","Gdańsk"
"Matemblewo","Gdańsk"
"Mazurska","Gdańsk"
"Meczet","Gdańsk"
"Meissnera","Gdańsk"
"Meteorytowa","Gdańsk"
"Miałki Szlak","Gdańsk"
"Michałki","Gdańsk"
"Mickiewicza","Gdańsk"
"Miedza","Gdańsk"
"Migowo","Gdańsk"
"Miszewo","Gdańsk"
"Miszewo Pępowo","Gdańsk"
"Miszewskiego","Gdańsk"
"Mjr Hubala","Gdańsk"
"Mjr Słabego","Gdańsk"
"Modra I","Gdańsk"
"Modra II","Gdańsk"
"Modra III","Gdańsk"
"Modra IV","Gdańsk"
"Montażystów","Gdańsk"
"Mostek","Gdańsk"
"Mostostal","Gdańsk"
"Mostowa","Gdańsk"
"Muzeum II Wojny Światowej","Gdańsk"
"Muzeum Narodowe","Gdańsk"
"Myśliborska","Gdańsk"
"Myśliwska","Gdańsk"
"Na Szańcach","Gdańsk"
"Na Wzgórzu","Gdańsk"
"Na Zaspę","Gdańsk"
"Nabrzeże Przemysłowe","Gdańsk"
"Nabrzeże Zbożowe","Gdańsk"
"Nad Jarem","Gdańsk"
"Nad Stawem","Gdańsk"
"Nadwiślańska","Gdańsk"
"Nadwodna","Gdańsk"
"Naftowa","Gdańsk"
"Narodowe Centrum Żeglarstwa","Gdańsk"
"Niedziałkowskiego","Gdańsk"
"Niedźwiednik","Gdańsk"
"Niegowska","Gdańsk"
"Niepołomicka","Gdańsk"
"Niestępowo Do Zdroju","Gdańsk"
"Niestępowo Gdańska","Gdańsk"
"Niestępowo Sulmińska","Gdańsk"
"Niestępowo Szkoła","Gdańsk"
"Norblina","Gdańsk"
"Nowa","Gdańsk"
"Nowa Gdańska","Gdańsk"
"Nowatorów","Gdańsk"
"Nowe Ogrody","Gdańsk"
"Nowiny","Gdańsk"
"Nowolipie","Gdańsk"
"Nowy Port Góreckiego","Gdańsk"
"Nowy Port Oliwska","Gdańsk"
"Nowy Port Szaniec Zachodni","Gdańsk"
"Nowy Port Zajezdnia","Gdańsk"
"Nowy Świat","Gdańsk"
"Obrońców Westerplatte","Gdańsk"
"Obrońców Wybrzeża","Gdańsk"
"Oczyszczalnia","Gdańsk"
"Odrzańska","Gdańsk"
"Ogrodowa","Gdańsk"
"Ogrody Działkowe Rębiechowo I","Gdańsk"
"Ogrody Działkowe Rębiechowo II","Gdańsk"
"Ogrody Działkowe Rębiechowo III","Gdańsk"
"Ogrody Działkowe Rębiechowo I","Gdańsk"
"Ogrody Działkowe Rębiechowo II","Gdańsk"
"Ogrody Działkowe Rębiechowo III","Gdańsk"
"Okopowa","Gdańsk"
"Olimpijska","Gdańsk"
"Oliwa","Gdańsk"
"Oliwa Pętla Tramwajowa","Gdańsk"
"Oliwa PKP","Gdańsk"
"Oliwa ZOO","Gdańsk"
"Olsztyńska","Gdańsk"
"Olszynka - Niwki","Gdańsk"
"Olszynka - Szkoła","Gdańsk"
"Olszyńska","Gdańsk"
"Opacka","Gdańsk"
"Opera Bałtycka","Gdańsk"
"Opolska","Gdańsk"
"Oriona","Gdańsk"
"Orlinki","Gdańsk"
"Ornitologów","Gdańsk"
"Orunia Górna","Gdańsk"
"Osiedle Barniewice","Gdańsk"
"Osiedle Jary","Gdańsk"
"Osiedle Świętokrzyskie","Gdańsk"
"Osiedle Wejhera","Gdańsk"
"Osowa - Obwodnica","Gdańsk"
"Osowa Obwodnica","Gdańsk"
"Osowa PKP","Gdańsk"
"Osowa Przesypownia","Gdańsk"
"Ostroroga","Gdańsk"
"Ostróżek","Gdańsk"
"Otomin - Pętla","Gdańsk"
"Otomin Dziewicza","Gdańsk"
"Otomin Sarnia","Gdańsk"
"Otomińska","Gdańsk"
"Otwarta","Gdańsk"
"Owczarnia","Gdańsk"
"Pagórkowa","Gdańsk"
"Park Naukowo - Technologiczny","Gdańsk"
"Park Reagana","Gdańsk"
"Paska","Gdańsk"
"Pastelowa","Gdańsk"
"Pawia","Gdańsk"
"PCK","Gdańsk"
"Piastowska","Gdańsk"
"Piecewska","Gdańsk"
"Piekarnicza","Gdańsk"
"Pilotów","Gdańsk"
"Plac Komorowskiego","Gdańsk"
"Plac Solidarności","Gdańsk"
"Plac Wolności","Gdańsk"
"Platynowa","Gdańsk"
"Płocka","Gdańsk"
"Płońska","Gdańsk"
"Płowce","Gdańsk"
"Podkarpacka","Gdańsk"
"Pohulanka","Gdańsk"
"Pokładowa","Gdańsk"
"Pole Namiotowe","Gdańsk"
"Politechnika","Gdańsk"
"Politechnika SKM","Gdańsk"
"Pomorska","Gdańsk"
"Pomorska - Kapliczna","Gdańsk"
"Pomorska - Osiedle","Gdańsk"
"Pomorskie Szkoły Rzemiosł","Gdańsk"
"Porębskiego","Gdańsk"
"Port Lotniczy","Gdańsk"
"Potokowa","Gdańsk"
"Potokowa - Matemblewska","Gdańsk"
"Powstańców Warszawskich","Gdańsk"
"Poznańska","Gdańsk"
"Pólnicy","Gdańsk"
"Pruszcz Gdański 1 Maja","Gdańsk"
"Pruszcz Gdański 49 Baza Lotnicza","Gdańsk"
"Pruszcz Gdański Aeroklub Gdański","Gdańsk"
"Pruszcz Gdański Azaliowa","Gdańsk"
"Pruszcz Gdański Batalionów Chłopskich","Gdańsk"
"Pruszcz Gdański Broniewskiego","Gdańsk"
"Pruszcz Gdański Chopina","Gdańsk"
"Pruszcz Gdański Cicha (Cmentarz)","Gdańsk"
"Pruszcz Gdański Cyprysowa","Gdańsk"
"Pruszcz Gdański Dąbrowskiego","Gdańsk"
"Pruszcz Gdański Drzymały","Gdańsk"
"Pruszcz Gdański Emilii Plater","Gdańsk"
"Pruszcz Gdański Fabryczny","Gdańsk"
"Pruszcz Gdański Faktoria","Gdańsk"
"Pruszcz Gdański Komarowo","Gdańsk"
"Pruszcz Gdański Matejki","Gdańsk"
"Pruszcz Gdański Niemcewicza","Gdańsk"
"Pruszcz Gdański Nowowiejskiego","Gdańsk"
"Pruszcz Gdański Obrońców Westerplatte","Gdańsk"
"Pruszcz Gdański Obrońców Wybrzeża","Gdańsk"
"Pruszcz Gdański Osiedle Bursztynowe","Gdańsk"
"Pruszcz Gdański Osiedle Kasprowicza","Gdańsk"
"Pruszcz Gdański Osiedle Piastowskie","Gdańsk"
"Pruszcz Gdański Osiedle Wschód","Gdańsk"
"Pruszcz Gdański Pogotowie Ratunkowe","Gdańsk"
"Pruszcz Gdański Powstańców Warszawy","Gdańsk"
"Pruszcz Gdański Przemysłowa","Gdańsk"
"Pruszcz Gdański Radunica","Gdańsk"
"Pruszcz Gdański Reymonta","Gdańsk"
"Pruszcz Gdański Rogozińskiego","Gdańsk"
"Pruszcz Gdański Rondo Bursztynowe","Gdańsk"
"Pruszcz Gdański Rondo Kaszubskie","Gdańsk"
"Pruszcz Gdański Rondo Kociewskie","Gdańsk"
"Pruszcz Gdański Sienkiewicza","Gdańsk"
"Pruszcz Gdański Słowackiego","Gdańsk"
"Pruszcz Gdański Urząd Skarbowy","Gdańsk"
"Pruszcz Gdański Waląga","Gdańsk"
"Pruszcz Gdański Wiśniewskiego","Gdańsk"
"Pruszcz Gdański Wojska Polskiego","Gdańsk"
"Pruszcz Gdański Wysockiego","Gdańsk"
"Pruszcz Gdański Zastawna","Gdańsk"
"Pruszcz Gdański Żwirki i Wigury","Gdańsk"
"Przebiśniegowa","Gdańsk"
"Przegalina","Gdańsk"
"Przegalińska","Gdańsk"
"Przegalińska - Schronisko","Gdańsk"
"Przejazdowo Makro","Gdańsk"
"Przejazdowo Dobrowo","Gdańsk"
"Przejazdowo Jesionowa","Gdańsk"
"Przejazdowo Łąkowa","Gdańsk"
"Przejazdowo Sezonowa","Gdańsk"
"Przemian","Gdańsk"
"Przemyska","Gdańsk"
"Przeróbka","Gdańsk"
"Przybrzeżna","Gdańsk"
"Przychodnia","Gdańsk"
"Przymorze SKM","Gdańsk"
"Przymorze Wielkie","Gdańsk"
"Przyrodników","Gdańsk"
"Przystań","Gdańsk"
"Przystań Żeglugi","Gdańsk"
"Przytulna","Gdańsk"
"Przywidzka","Gdańsk"
"Ptasia","Gdańsk"
"Radarowa","Gdańsk"
"Radiowa","Gdańsk"
"Rafineria","Gdańsk"
"Rafineria - brama 8","Gdańsk"
"Rakietowa","Gdańsk"
"Reformacka","Gdańsk"
"Reja","Gdańsk"
"Rejenta","Gdańsk"
"Rejtana","Gdańsk"
"Reymonta","Gdańsk"
"Rębiechowo Piaskowa","Gdańsk"
"Rębiechowo PKP","Gdańsk"
"Rębiechowo Rębiechowo PKP","Gdańsk"
"Rębowo","Gdańsk"
"Rogalińska","Gdańsk"
"Rozstaje","Gdańsk"
"Równa","Gdańsk"
"Rybacka","Gdańsk"
"Rybaki Górne","Gdańsk"
"Rybołowców","Gdańsk"
"Rynarzewo","Gdańsk"
"Rzeczypospolitej","Gdańsk"
"Rzeźnicka","Gdańsk"
"Sandomierska","Gdańsk"
"Sarnia","Gdańsk"
"Saturna","Gdańsk"
"Sąsiedzka","Gdańsk"
"Schronisko dla zwierząt Promyk","Gdańsk"
"Schuberta","Gdańsk"
"Schumana","Gdańsk"
"SDO Złota Jesień","Gdańsk"
"Siedlce","Gdańsk"
"Siedleckiego","Gdańsk"
"Siedlicka","Gdańsk"
"Sierpowa","Gdańsk"
"Sikorskiego","Gdańsk"
"Skarżyńskiego","Gdańsk"
"Skiby","Gdańsk"
"Skrajna","Gdańsk"
"Słowackiego - Działki","Gdańsk"
"Słowackiego Działki","Gdańsk"
"Smęgorzyno","Gdańsk"
"Smoluchowskiego","Gdańsk"
"Sobieszewko","Gdańsk"
"Sobieszewko Ośrodek","Gdańsk"
"Sobieszewo","Gdańsk"
"Sobieszewo Wyspa","Gdańsk"
"Sobieszewska","Gdańsk"
"Sobieszewska Pastwa 1","Gdańsk"
"Sobieszewska Pastwa 2","Gdańsk"
"Sobótki","Gdańsk"
"Sołdka","Gdańsk"
"Soplicy","Gdańsk"
"Sopocka","Gdańsk"
"Sopot 23 Marca","Gdańsk"
"Sopot 3 Maja","Gdańsk"
"Sopot Bitwy pod Płowcami","Gdańsk"
"Sopot Bohaterów Monte Cassino","Gdańsk"
"Sopot Brodwino","Gdańsk"
"Sopot Brodwino Szkoła","Gdańsk"
"Sopot Chopina","Gdańsk"
"Sopot Goyki","Gdańsk"
"Sopot Grand Hotel","Gdańsk"
"Sopot Grunwaldzka","Gdańsk"
"Sopot Hestii","Gdańsk"
"Sopot Hospicjum","Gdańsk"
"Sopot Hotel Marina","Gdańsk"
"Sopot Junaków","Gdańsk"
"Sopot Kamienny Potok SKM","Gdańsk"
"Sopot Kasztanowa","Gdańsk"
"Sopot Kochanowskiego","Gdańsk"
"Sopot Kolberga","Gdańsk"
"Sopot Korty Tenisowe","Gdańsk"
"Sopot Kraszewskiego","Gdańsk"
"Sopot Malczewskiego","Gdańsk"
"Sopot Małopolska","Gdańsk"
"Sopot Młyńska","Gdańsk"
"Sopot Okrężna","Gdańsk"
"Sopot Osiedle Przylesie","Gdańsk"
"Sopot PKP","Gdańsk"
"Sopot PKP - Marynarzy","Gdańsk"
"Sopot PKP - Niepodległości","Gdańsk"
"Sopot Plac Kusocińskiego","Gdańsk"
"Sopot Polna","Gdańsk"
"Sopot Przylesie","Gdańsk"
"Sopot Reja","Gdańsk"
"Sopot Sanatorium Leśnik","Gdańsk"
"Sopot Sikorskiego","Gdańsk"
"Sopot Smolna","Gdańsk"
"Sopot Uniwersytet Gdański","Gdańsk"
"Sopot Wejherowska","Gdańsk"
"Sopot Władysława IV","Gdańsk"
"Sopot Wybickiego","Gdańsk"
"Sówki","Gdańsk"
"Spacerowa","Gdańsk"
"Spadochroniarzy","Gdańsk"
"Srebrna","Gdańsk"
"Srebrniki","Gdańsk"
"Srebrzysko","Gdańsk"
"Stadion Energa Gdańsk","Gdańsk"
"Stara Piła","Gdańsk"
"Starogardzka","Gdańsk"
"Startowa","Gdańsk"
"Staw Wróbla","Gdańsk"
"Steczka","Gdańsk"
"Sternicza","Gdańsk"
"Stocznia Północna","Gdańsk"
"Stocznia SKM","Gdańsk"
"Stoczniowców","Gdańsk"
"Stogi Plaża","Gdańsk"
"Stokłosy","Gdańsk"
"Stokrotki","Gdańsk"
"Strzelnica","Gdańsk"
"Strzyża PKM","Gdańsk"
"Subisława","Gdańsk"
"Suchanino","Gdańsk"
"Sucharskiego","Gdańsk"
"Sucharskiego - PKP","Gdańsk"
"Sulmin","Gdańsk"
"Sulmin Trakt Gdański","Gdańsk"
"Sulmin Trakt Konny","Gdańsk"
"Sulmin Wrzosowe Wzgórze","Gdańsk"
"Swojska","Gdańsk"
"Szadółki","Gdańsk"
"Szadółki Obwodnica","Gdańsk"
"Szafarnia","Gdańsk"
"Szczęśliwa","Gdańsk"
"Szmaragdowa","Gdańsk"
"Szpital Marynarki Wojennej","Gdańsk"
"Szpital Zakaźny","Gdańsk"
"Sztutowska","Gdańsk"
"Szybowcowa","Gdańsk"
"Śluza","Gdańsk"
"Śnieżna","Gdańsk"
"Śródmieście SKM","Gdańsk"
"Św. Brata Alberta","Gdańsk"
"Św. Wojciech","Gdańsk"
"Św. Wojciech - Ostróżek","Gdańsk"
"Świbnieńska I","Gdańsk"
"Świbnieńska II","Gdańsk"
"Świbnieńska III","Gdańsk"
"Świętego Ducha","Gdańsk"
"Świętokrzyska","Gdańsk"
"Tamka","Gdańsk"
"Tarcice","Gdańsk"
"Targ Rybny","Gdańsk"
"Teatr Miniatura / Radio Gdańsk","Gdańsk"
"Teatr Szekspirowski","Gdańsk"
"Telewizyjna","Gdańsk"
"Terminal - Cargo","Gdańsk"
"Terminal DCT","Gdańsk"
"Tetmajera","Gdańsk"
"Tęczowa","Gdańsk"
"Topazowa","Gdańsk"
"Toruńska","Gdańsk"
"Trałowa - Szkoła","Gdańsk"
"Transportowców","Gdańsk"
"Traugutta","Gdańsk"
"Trawki","Gdańsk"
"Turystyczna","Gdańsk"
"Twarda","Gdańsk"
"Twierdza Wisłoujście","Gdańsk"
"Tysiąclecia","Gdańsk"
"Uczniowska","Gdańsk"
"Ujeścisko","Gdańsk"
"Ukośna","Gdańsk"
"Unimor","Gdańsk"
"Uniwersyteckie Centrum Kliniczne","Gdańsk"
"Uniwersytet","Gdańsk"
"Uniwersytet Gdański","Gdańsk"
"Uniwersytet Medyczny","Gdańsk"
"Uphagena","Gdańsk"
"Uranowa","Gdańsk"
"Urząd Dozoru Technicznego","Gdańsk"
"Urząd Miejski","Gdańsk"
"Uzdrowiskowa","Gdańsk"
"Wagnera","Gdańsk"
"Wały Piastowskie","Gdańsk"
"Warneńska","Gdańsk"
"Wczasy","Gdańsk"
"Westerplatte","Gdańsk"
"Węgorzowa","Gdańsk"
"Węzeł Elbląska","Gdańsk"
"Węzeł Groddecka","Gdańsk"
"Węzeł Harfa","Gdańsk"
"Węzeł Karczemki","Gdańsk"
"Węzeł Kliniczna","Gdańsk"
"Węzeł Lipce","Gdańsk"
"Wieniecka","Gdańsk"
"Wieżycka","Gdańsk"
"Wilanowska","Gdańsk"
"Wileńska","Gdańsk"
"Wiosny Ludów","Gdańsk"
"Wiślinka Brzegowa","Gdańsk"
"Wiślinka Piaskowa","Gdańsk"
"Wiślinka Pocztowa","Gdańsk"
"Wiślinka Sportowa","Gdańsk"
"Wiślinka Szkolna","Gdańsk"
"Władysława IV","Gdańsk"
"Wojska Polskiego","Gdańsk"
"Wołkowyska","Gdańsk"
"Wronki","Gdańsk"
"Wróbla","Gdańsk"
"Wrzeszcz PKP","Gdańsk"
"Wysoka Galaktyczna","Gdańsk"
"Wyspiańskiego","Gdańsk"
"Wyzwolenia","Gdańsk"
"Zabytkowa","Gdańsk"
"Zacna","Gdańsk"
"Zagony","Gdańsk"
"Zagroble","Gdańsk"
"Zajezdnia","Gdańsk"
"Zajezdnia NOWY PORT","Gdańsk"
"Zajezdnia Nowy Port (dla wysiadających)","Gdańsk"
"Zakład Utylizacyjny","Gdańsk"
"Zakoniczyn","Gdańsk"
"Zakopiańska","Gdańsk"
"Zamenhofa","Gdańsk"
"Zaroślak","Gdańsk"
"Zaspa","Gdańsk"
"Zaspa - Szpital","Gdańsk"
"Zaspa SKM","Gdańsk"
"Zawodzie","Gdańsk"
"Zbieżna","Gdańsk"
"Zespół Szkół Morskich","Gdańsk"
"Zeusa","Gdańsk"
"Zielony Most","Gdańsk"
"Zielony Stok","Gdańsk"
"Zimna","Gdańsk"
"Złota Karczma","Gdańsk"
"Zosi","Gdańsk"
"Zremb","Gdańsk"
"Zwierzyniecka","Gdańsk"
"Źródlana","Gdańsk"
"Żabi Kruk","Gdańsk"
"Żabianka SKM","Gdańsk"
"Żaglowa - AmberExpo","Gdańsk"
"Żarnowiecka","Gdańsk"
"Żukowo Dworcowa","Gdańsk"
"Żukowo Fenikowskiego","Gdańsk"
"Żukowo Słoneczna","Gdańsk"
"Żukowo Urząd Gminy","Gdańsk"
"Żuraw","Gdańsk"
"Żwirki i Wigury","Gdańsk"
"Życzliwa","Gdańsk"
" ","Gdańsk"
"Gdańska - Jeździecka","Bydgoszcz"
"Gdańska - Jeździecka","Bydgoszcz"
"Armii Krajowej - Zamczysko","Bydgoszcz"
"Armii Krajowej - Zamczysko","Bydgoszcz"
"Myślęcinek","Bydgoszcz"
"Las Gdański","Bydgoszcz"
"Las Gdański","Bydgoszcz"
"Leśne","Bydgoszcz"
"Leśne","Bydgoszcz"
"Wyszyńskiego - Głowackiego","Bydgoszcz"
"Plac Teatralny","Bydgoszcz"
"Focha - Opera","Bydgoszcz"
"Rondo Wielkopolskie","Bydgoszcz"
"Powstańców Wlkp. - Lelewela","Bydgoszcz"
"Powstańców Wlkp. - Lelewela","Bydgoszcz"
"Paderewskiego","Bydgoszcz"
